policyID,statecode,county,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2012,hu_site_deductible,point_latitude,line,construction,point_granularity
275731,FL,PINELLAS COUNTY,927380.22,0,0,964378.98,0,27.920448,Residential,Masonry,3
534214,FL,PINELLAS COUNTY,4044355.62,0,0,5454966.2,0,27.920448,Commercial,Reinforced Masonry,3
252433,FL,PINELLAS COUNTY,66210.26,0,0,84668.62,0,27.920448,Residential,Wood,3
161573,FL,PINELLAS COUNTY,36379.26,0,0,35753.54,0,27.920448,Residential,Wood,3
617567,FL,PINELLAS COUNTY,502252.13,0,0,740423.1,0,27.920448,Residential,Masonry,3
939670,FL,PINELLAS COUNTY,220312.83,0,0,366233.94,0,27.920448,Residential,Wood,3
246857,FL,PINELLAS COUNTY,1242011.91,0,0,1618142.8,0,27.920448,Residential,Masonry,3
143508,FL,PINELLAS COUNTY,134768.45,0,0,154968.63,0,27.91198,Residential,Wood,1
511879,FL,PINELLAS COUNTY,198232.35,0,0,341147.96,0,27.91198,Residential,Wood,1
501769,FL,PINELLAS COUNTY,595890.19,0,0,917461.14,0,27.91198,Residential,Masonry,1
882044,FL,PINELLAS COUNTY,366977,0,0,305223.94,0,27.91198,Residential,Masonry,1
240070,FL,PINELLAS COUNTY,161983.5,0,0,208634.75,0,27.91198,Residential,Wood,1
229869,FL,PINELLAS COUNTY,62802.14,0,0,94115.28,0,27.91198,Residential,Wood,1
206140,FL,PINELLAS COUNTY,13680000,0,0,15210000,0,27.914028,Commercial,Reinforced Concrete,1
167507,FL,PINELLAS COUNTY,110223.78,0,0,168880.46,0,27.91308,Residential,Wood,1
898239,FL,PINELLAS COUNTY,848435.4,0,848435.4,1150478.4,0,27.930435,Residential,Masonry,1
653813,FL,PINELLAS COUNTY,441000,441000,441000,614004.3,22050,27.90249,Residential,Masonry,3
881427,FL,PINELLAS COUNTY,50034.6,50034.6,50034.6,45986.8,0,27.91493,Residential,Wood,1
165478,FL,PINELLAS COUNTY,50034.6,50034.6,50034.6,41388.12,0,27.912552,Residential,Wood,1
195779,FL,PINELLAS COUNTY,108000,108000,108000,130870.08,5400,27.916,Residential,Wood,3
268156,FL,PINELLAS COUNTY,810817.2,810817.2,810817.2,977305.54,0,27.91727,Residential,Masonry,1
289384,FL,PINELLAS COUNTY,1312200,0,1312200,1669905.72,0,27.92807,Residential,Masonry,1
502781,FL,PINELLAS COUNTY,924590.09,0,0,1367602.8,0,27.91666,Residential,Masonry,1
500108,FL,PINELLAS COUNTY,322342.2,0,0,404758.65,0,27.919621,Residential,Wood,1
102609,FL,PINELLAS COUNTY,168183,0,0,250550.96,0,27.90566,Residential,Wood,1
596192,FL,PINELLAS COUNTY,117517.5,0,0,121300.62,0,27.916471,Residential,Wood,1
108405,FL,PINELLAS COUNTY,502555.27,0,0,657651.36,0,27.90763,Residential,Masonry,1
913721,FL,PINELLAS COUNTY,985662.31,0,0,1074521.74,0,27.90763,Residential,Masonry,1
894444,FL,PINELLAS COUNTY,1154235.55,0,0,1807719.86,0,27.90763,Residential,Masonry,1
267365,FL,PINELLAS COUNTY,340904.27,0,0,386806.35,0,27.90763,Residential,Wood,1
304238,FL,PINELLAS COUNTY,1556583.03,0,0,1849370.07,0,27.90763,Residential,Masonry,1
534014,FL,PINELLAS COUNTY,417906.05,0,0,474520.62,0,27.90763,Residential,Masonry,1
911615,FL,PINELLAS COUNTY,889937.5,0,0,675900.41,0,27.90763,Residential,Masonry,1
855219,FL,PINELLAS COUNTY,985662.31,0,0,1758579.27,0,27.90763,Residential,Masonry,1
191701,FL,PINELLAS COUNTY,45884.62,0,0,74046.08,0,27.90763,Residential,Wood,1
343407,FL,PINELLAS COUNTY,727992,0,727992,793907.31,36399.6,27.89601,Residential,Masonry,1
215665,FL,PINELLAS COUNTY,256666.03,0,0,332050.13,0,27.89601,Residential,Wood,1
539945,FL,PINELLAS COUNTY,727992,0,727992,1035760.81,36399.6,27.89601,Residential,Masonry,1
484898,FL,PINELLAS COUNTY,727992,0,727992,833438,36399.6,27.89601,Residential,Masonry,1
440574,FL,PINELLAS COUNTY,1434346.13,0,0,1854896.41,0,27.91093,Residential,Masonry,3
762960,FL,PINELLAS COUNTY,1331912.7,0,0,945008.05,0,27.91435,Residential,Masonry,1
996580,FL,PINELLAS COUNTY,1048483.8,1048483.8,1048483.8,1593959.59,0,27.89388,Residential,Masonry,1
502775,FL,PINELLAS COUNTY,9810000,0,9810000,14580000,196941.6,27.91874,Commercial,Reinforced Concrete,3
805018,FL,PINELLAS COUNTY,436632.3,0,0,643775.03,0,27.84867,Residential,Masonry,1
684753,FL,PINELLAS COUNTY,0,10350000,10350000,10890000,0,27.843016,Commercial,Reinforced Concrete,1
985394,FL,PINELLAS COUNTY,226800.9,226800.9,226800.9,295703.01,0,27.825413,Residential,Wood,1
229639,FL,PINELLAS COUNTY,5452282.8,0,5452282.8,4273946.35,0,27.857279,Commercial,Reinforced Masonry,1
999334,FL,PINELLAS COUNTY,1395405.9,0,1395405.9,1373816.18,0,27.857279,Residential,Masonry,1
383073,FL,PINELLAS COUNTY,23641.2,0,23641.2,19402.43,0,27.857279,Residential,Wood,1
359977,FL,PINELLAS COUNTY,21391.2,0,21391.2,26443.12,0,27.857279,Residential,Wood,1
991830,FL,PINELLAS COUNTY,855831.6,0,855831.6,970882.75,0,27.857279,Residential,Masonry,1
169702,FL,PINELLAS COUNTY,882226.06,0,0,1174029.38,0,27.841269,Residential,Masonry,1
474183,FL,PINELLAS COUNTY,1625293.57,0,0,1477664.91,0,27.841444,Residential,Masonry,1
288202,FL,PINELLAS COUNTY,315653.55,0,0,464450.11,0,27.841444,Residential,Wood,1
820007,FL,PINELLAS COUNTY,830547.46,0,0,667137.24,0,27.8351,Residential,Masonry,1
791151,FL,PINELLAS COUNTY,121814.32,0,0,190980.49,0,27.831579,Residential,Wood,3
864167,FL,PINELLAS COUNTY,215561.34,0,0,203177.78,0,27.831579,Residential,Wood,3
151557,FL,PINELLAS COUNTY,58437.09,0,0,85706.17,0,27.831579,Residential,Wood,3
594338,FL,PINELLAS COUNTY,27055.24,0,0,43000.11,0,27.831579,Residential,Wood,3
486327,FL,PINELLAS COUNTY,193307.72,0,0,240001.59,0,27.831579,Residential,Wood,3
620192,FL,PINELLAS COUNTY,172608.16,0,0,233399.03,0,27.839861,Residential,Wood,3
365602,FL,PINELLAS COUNTY,418339,0,0,604359.72,0,27.839861,Residential,Masonry,3
655308,FL,PINELLAS COUNTY,252889.71,0,0,340892.79,0,27.839861,Residential,Wood,3
105600,FL,PINELLAS COUNTY,174312.65,0,0,184956.18,0,27.839861,Residential,Wood,3
709277,FL,PINELLAS COUNTY,58437.09,0,0,92073.48,0,27.839861,Residential,Wood,3
232685,FL,PINELLAS COUNTY,20389.17,0,0,20875.18,0,27.839861,Residential,Wood,3
231248,FL,PINELLAS COUNTY,973264.58,0,0,1213622,0,27.831579,Residential,Masonry,3
939999,FL,PINELLAS COUNTY,219879.39,0,0,345650.4,0,27.831579,Residential,Wood,3
515860,FL,PINELLAS COUNTY,343625.46,0,0,396760.27,0,27.839861,Residential,Wood,3
375796,FL,PINELLAS COUNTY,437258.86,0,0,625743.66,0,27.839861,Residential,Masonry,3
727742,FL,PINELLAS COUNTY,418339,0,0,593549.84,0,27.839861,Residential,Masonry,3
839581,FL,PINELLAS COUNTY,550323.45,0,0,927118.91,0,27.839861,Residential,Masonry,3
580346,FL,PINELLAS COUNTY,815940.03,0,0,894302.91,0,27.839861,Residential,Masonry,3
280890,FL,PINELLAS COUNTY,58437.09,0,0,70695.91,0,27.839861,Residential,Wood,3
287334,FL,PINELLAS COUNTY,2804403.24,0,0,2301854.18,0,27.8563,Commercial,Reinforced Masonry,1
128209,FL,PINELLAS COUNTY,221192.62,0,0,375096.67,0,27.857279,Residential,Wood,1
826275,FL,PINELLAS COUNTY,132979.2,0,0,122489.8,0,27.83981,Residential,Wood,1
527723,FL,PINELLAS COUNTY,791959.27,0,0,1119138.23,0,27.836039,Residential,Masonry,3
618775,FL,PINELLAS COUNTY,53579.18,0,0,70817.42,0,27.855963,Residential,Wood,1
354292,FL,PINELLAS COUNTY,755878.5,755878.5,755878.5,843356.32,0,27.843016,Residential,Masonry,1
861342,FL,PINELLAS COUNTY,2723090.4,2723090.4,2723090.4,3753551.38,0,27.843035,Commercial,Reinforced Masonry,1
568510,FL,PINELLAS COUNTY,153918.9,153918.9,153918.9,176051.21,0,27.889238,Residential,Wood,1
362834,FL,PINELLAS COUNTY,52470,52470,52470,67122.77,2623.5,27.889238,Residential,Wood,1
669727,FL,PINELLAS COUNTY,52470,52470,52470,74520.52,2623.5,27.889238,Residential,Wood,1
179603,FL,PINELLAS COUNTY,8743389.17,0,0,6782028.39,0,27.875736,Commercial,Reinforced Masonry,1
195278,FL,PINELLAS COUNTY,0,227106,0,194821.52,0,27.884613,Residential,Wood,1
846288,FL,PINELLAS COUNTY,517062.6,0,0,432450.48,0,27.875771,Residential,Masonry,1
303696,FL,PINELLAS COUNTY,165985.2,0,0,139507.24,0,27.88022,Residential,Wood,3
345989,FL,PINELLAS COUNTY,196070.4,0,0,157522.96,0,27.87359,Residential,Wood,1
155577,FL,PINELLAS COUNTY,112188.6,0,0,145329.11,0,27.893221,Residential,Wood,3
166236,FL,PINELLAS COUNTY,10440000,0,0,9630000,0,27.879125,Commercial,Reinforced Concrete,1
922540,FL,PINELLAS COUNTY,358836.2,0,0,275461.32,0,27.879125,Residential,Wood,1
877694,FL,PINELLAS COUNTY,271639.11,0,0,306408.92,0,27.89106,Residential,Wood,3
929544,FL,PINELLAS COUNTY,62966.94,0,0,97693.2,0,27.89106,Residential,Wood,3
214561,FL,PINELLAS COUNTY,1409468.91,0,0,1598619.64,0,27.89106,Residential,Masonry,3
342673,FL,PINELLAS COUNTY,25386.61,0,0,29547.48,0,27.89106,Residential,Wood,3
907045,FL,PINELLAS COUNTY,65212.37,0,0,66755.3,0,27.89106,Residential,Wood,3
518711,FL,PINELLAS COUNTY,21240000,0,0,21150000,0,27.87914,Commercial,Reinforced Concrete,1
887360,FL,PINELLAS COUNTY,96041.26,0,0,91153.14,0,27.87914,Residential,Wood,1
660966,FL,PINELLAS COUNTY,29103.41,0,0,39783.67,0,27.87914,Residential,Wood,1
161975,FL,PINELLAS COUNTY,18626.18,0,0,29670.28,0,27.87914,Residential,Wood,1
813365,FL,PINELLAS COUNTY,10908.74,0,0,14221.08,0,27.879797,Residential,Wood,1
227063,FL,PINELLAS COUNTY,45453.1,0,0,56489.34,0,27.879797,Residential,Wood,1
598472,FL,PINELLAS COUNTY,280672.91,0,0,236988.98,0,27.879797,Residential,Wood,1
601588,FL,PINELLAS COUNTY,270730.05,0,0,383759.84,0,27.879797,Residential,Wood,1
378298,FL,PINELLAS COUNTY,1397569.3,0,0,2441833.09,0,27.879797,Residential,Masonry,1
730218,FL,PINELLAS COUNTY,269309.64,0,0,209492.74,0,27.879797,Residential,Wood,1
327377,FL,PINELLAS COUNTY,68236.47,0,0,67486.55,0,27.879797,Residential,Wood,1
667159,FL,PINELLAS COUNTY,198118.72,0,0,169767.93,0,27.879797,Residential,Wood,1
702739,FL,PINELLAS COUNTY,58437.09,0,0,63211.98,0,27.879797,Residential,Wood,1
474972,FL,PINELLAS COUNTY,25225.42,0,0,30229.26,0,27.879797,Residential,Wood,1
737473,FL,PINELLAS COUNTY,1221438.53,0,0,1352621.03,0,27.882988,Residential,Masonry,1
225846,FL,PINELLAS COUNTY,2945.1,0,0,4159.66,0,27.882988,Residential,Wood,1
641401,FL,PINELLAS COUNTY,182210.38,0,0,166954.27,0,27.882988,Residential,Wood,1
549271,FL,PINELLAS COUNTY,10080000,0,0,13410000,0,27.87409,Commercial,Reinforced Concrete,1
686202,FL,PINELLAS COUNTY,8754088,0,0,11970000,0,27.87409,Commercial,Reinforced Masonry,1
675543,FL,PINELLAS COUNTY,25247.21,0,0,32460.67,0,27.87409,Residential,Wood,1
436601,FL,PINELLAS COUNTY,28231.55,0,0,39742.8,0,27.87409,Residential,Wood,1
256363,FL,PINELLAS COUNTY,10440000,0,0,14400000,0,27.879125,Commercial,Reinforced Concrete,1
814903,FL,PINELLAS COUNTY,1282970.67,0,0,1729239.18,0,27.89106,Residential,Masonry,3
564502,FL,PINELLAS COUNTY,268173.31,0,0,280648.73,0,27.89106,Residential,Wood,3
726489,FL,PINELLAS COUNTY,271639.11,0,0,365661.01,0,27.89106,Residential,Wood,3
389054,FL,PINELLAS COUNTY,62966.94,0,0,78179.75,0,27.89106,Residential,Wood,3
478058,FL,PINELLAS COUNTY,25386.61,0,0,37878.4,0,27.89106,Residential,Wood,3
741748,FL,PINELLAS COUNTY,27444.47,0,0,25508.86,0,27.89106,Residential,Wood,3
280323,FL,PINELLAS COUNTY,96041.26,0,0,139267.51,0,27.87914,Residential,Wood,1
929513,FL,PINELLAS COUNTY,9313.09,0,0,9975.3,0,27.87914,Residential,Wood,1
844953,FL,PINELLAS COUNTY,87310.24,0,0,121349.09,0,27.87914,Residential,Wood,1
598066,FL,PINELLAS COUNTY,29103.41,0,0,36378.57,0,27.87914,Residential,Wood,1
475417,FL,PINELLAS COUNTY,4773825.84,0,0,6122909.03,0,27.879797,Commercial,Reinforced Masonry,1
995944,FL,PINELLAS COUNTY,267264.25,0,0,404190.14,0,27.879797,Residential,Wood,1
429252,FL,PINELLAS COUNTY,269309.64,0,0,396201.88,0,27.879797,Residential,Wood,1
913570,FL,PINELLAS COUNTY,1397569.3,0,0,1725998.09,0,27.879797,Residential,Masonry,1
668439,FL,PINELLAS COUNTY,269309.64,0,0,369520.83,0,27.879797,Residential,Wood,1
586985,FL,PINELLAS COUNTY,25386.61,0,0,33131.36,0,27.879797,Residential,Wood,1
457780,FL,PINELLAS COUNTY,1221438.53,0,0,1652352.27,0,27.882988,Residential,Masonry,1
397275,FL,PINELLAS COUNTY,943435.98,0,0,1071245.14,0,27.882988,Residential,Masonry,1
129282,FL,PINELLAS COUNTY,2945.1,0,0,3594.45,0,27.882988,Residential,Wood,1
275037,FL,PINELLAS COUNTY,3624.74,0,0,5188.06,0,27.882988,Residential,Wood,1
734928,FL,PINELLAS COUNTY,25247.21,0,0,23379.32,0,27.87409,Residential,Wood,1
511539,FL,PINELLAS COUNTY,2567575.75,0,0,2162925.81,0,27.87409,Commercial,Reinforced Masonry,1
466302,FL,PINELLAS COUNTY,28231.55,0,0,37948.85,0,27.87409,Residential,Wood,1
514876,FL,PINELLAS COUNTY,447300,447300,447300,522310.42,22365,27.890112,Residential,Masonry,1
497914,FL,PINELLAS COUNTY,13320000,13320000,13320000,22950000,0,27.890112,Commercial,Reinforced Concrete,1
565587,FL,PINELLAS COUNTY,1535043.13,0,0,1725588.04,0,27.891731,Residential,Masonry,1
258382,FL,PINELLAS COUNTY,873634.5,0,873634.5,1078763.88,0,27.885149,Residential,Masonry,3
825573,FL,PINELLAS COUNTY,436632.3,0,0,558621.25,0,27.88093,Residential,Masonry,1
679816,FL,PINELLAS COUNTY,215561.34,0,0,246960.87,0,27.869175,Residential,Wood,1
267688,FL,PINELLAS COUNTY,195391.53,0,0,211475.38,0,27.869175,Residential,Wood,1
363111,FL,PINELLAS COUNTY,58437.09,0,0,56281.7,0,27.869175,Residential,Wood,1
213335,FL,PINELLAS COUNTY,34828.44,0,0,55761.45,0,27.869175,Residential,Wood,1
493039,FL,PINELLAS COUNTY,50282.5,0,0,37850.25,0,27.869175,Residential,Wood,1
130363,FL,PINELLAS COUNTY,39089.67,0,0,58820.26,0,27.869175,Residential,Wood,1
250798,FL,PINELLAS COUNTY,1758534.86,0,0,1283602.07,0,27.869175,Residential,Masonry,1
612171,FL,PINELLAS COUNTY,467201.09,0,0,484585.64,0,27.869175,Residential,Masonry,1
225291,FL,PINELLAS COUNTY,50282.5,0,0,68566.97,0,27.869175,Residential,Wood,1
436464,FL,PINELLAS COUNTY,265446.13,0,0,188474.71,0,27.869175,Residential,Wood,1
216518,FL,PINELLAS COUNTY,218970.33,0,0,345098.99,0,27.869175,Residential,Wood,1
525386,FL,PINELLAS COUNTY,144000,144000,144000,164347.49,7200,27.900557,Residential,Wood,1
765858,FL,PINELLAS COUNTY,446400,446400,446400,591752.3,22320,27.89859,Residential,Masonry,1
529903,FL,PINELLAS COUNTY,540000,540000,540000,733320,27000,27.88,Residential,Masonry,1
389263,FL,PINELLAS COUNTY,360000,360000,360000,502931.52,18000,27.899126,Residential,Masonry,1
658108,FL,PINELLAS COUNTY,39485.61,0,0,33831.27,0,27.87992,Residential,Wood,1
324233,FL,PINELLAS COUNTY,1425222.06,0,0,1183019.83,0,27.87992,Residential,Masonry,1
438274,FL,PINELLAS COUNTY,682680.39,0,0,736311.76,0,27.87702,Residential,Masonry,1
260379,FL,PINELLAS COUNTY,289953.99,0,0,306613.59,0,27.89305,Residential,Wood,3
378218,FL,PINELLAS COUNTY,2898.13,0,0,4045.49,0,27.89305,Residential,Wood,3
888778,FL,PINELLAS COUNTY,3477.75,0,0,3896.59,0,27.89305,Residential,Wood,3
504930,FL,PINELLAS COUNTY,215000.1,215000.1,215000.1,315770.22,0,27.89219,Residential,Wood,1
956699,FL,PINELLAS COUNTY,128999.7,128999.7,128999.7,128568.84,0,27.89219,Residential,Wood,1
121051,FL,PINELLAS COUNTY,107499.6,107499.6,107499.6,170230.99,0,27.89219,Residential,Wood,1
230131,FL,PINELLAS COUNTY,193500,193500,193500,154645.2,9675,27.89219,Residential,Wood,1
470282,FL,PINELLAS COUNTY,150499.8,150499.8,150499.8,185601.17,0,27.89219,Residential,Wood,1
988081,FL,PINELLAS COUNTY,193500,193500,193500,240437.3,9675,27.89219,Residential,Wood,1
399035,FL,PINELLAS COUNTY,171999.9,171999.9,171999.9,165071.4,0,27.89219,Residential,Wood,1
125002,FL,PINELLAS COUNTY,0,0,627535.8,801237.71,0,27.87975,Residential,Masonry,1
782229,FL,PINELLAS COUNTY,2714490,2714490,2714490,3883892.29,0,27.843672,Commercial,Reinforced Masonry,1
450655,FL,PINELLAS COUNTY,734670,734670,734670,1011640.59,0,27.843672,Residential,Masonry,1
648654,FL,PINELLAS COUNTY,157496.4,0,0,231951.88,0,27.8526,Residential,Wood,4
901292,FL,PINELLAS COUNTY,40510.08,0,0,51032.13,0,27.850965,Residential,Wood,3
412202,FL,PINELLAS COUNTY,72898.84,0,0,104396.97,0,27.850965,Residential,Wood,3
500659,FL,PINELLAS COUNTY,327521.26,0,0,283917.7,0,27.850948,Residential,Wood,3
530585,FL,PINELLAS COUNTY,48126.11,0,0,39122.2,0,27.850948,Residential,Wood,3
667920,FL,PINELLAS COUNTY,12657.83,0,0,10879.53,0,27.850948,Residential,Wood,3
103135,FL,PINELLAS COUNTY,3164.46,0,0,3058.93,0,27.850948,Residential,Wood,3
146097,FL,PINELLAS COUNTY,22151.2,0,0,26854.12,0,27.850948,Residential,Wood,3
502963,FL,PINELLAS COUNTY,54784.66,0,0,63971.82,0,27.850948,Residential,Wood,3
996261,FL,PINELLAS COUNTY,7251.88,0,0,11118.35,0,27.850948,Residential,Wood,3
715455,FL,PINELLAS COUNTY,51686.12,0,0,55857.2,0,27.850948,Residential,Wood,3
962999,FL,PINELLAS COUNTY,11961.64,0,0,16983.62,0,27.850948,Residential,Wood,3
138505,FL,PINELLAS COUNTY,208128.95,0,0,199484.1,0,27.850948,Residential,Wood,3
855463,FL,PINELLAS COUNTY,99152.97,0,0,108969.91,0,27.850948,Residential,Wood,3
114151,FL,PINELLAS COUNTY,86363.3,0,0,86125.45,0,27.850948,Residential,Wood,3
301840,FL,PINELLAS COUNTY,5274.09,0,0,6106.34,0,27.850948,Residential,Wood,3
186993,FL,PINELLAS COUNTY,207946.31,0,0,304499.94,0,27.850948,Residential,Wood,3
404178,FL,PINELLAS COUNTY,979693.6,0,0,1054493.21,0,27.84903,Residential,Masonry,1
625005,FL,PINELLAS COUNTY,1019565.27,0,0,859438.47,0,27.84903,Residential,Masonry,1
342780,FL,PINELLAS COUNTY,217911.8,0,0,200365.76,0,27.84903,Residential,Wood,1
827932,FL,PINELLAS COUNTY,966087.76,0,0,912643.78,0,27.84903,Residential,Masonry,1
423712,FL,PINELLAS COUNTY,11417.93,0,0,10273.95,0,27.84903,Residential,Wood,1
753615,FL,PINELLAS COUNTY,48238.91,0,0,74490.13,0,27.84903,Residential,Wood,1
547309,FL,PINELLAS COUNTY,717108.07,0,0,884762.2,0,27.84903,Residential,Masonry,1
112448,FL,PINELLAS COUNTY,646459.53,0,0,616673.91,0,27.84903,Residential,Masonry,1
625416,FL,PINELLAS COUNTY,1542917.38,0,0,1269407.5,0,27.84903,Residential,Masonry,1
352640,FL,PINELLAS COUNTY,92403.33,0,0,117279.79,0,27.84903,Residential,Wood,1
651455,FL,PINELLAS COUNTY,113939.86,0,0,186345.67,0,27.84903,Residential,Wood,1
761932,FL,PINELLAS COUNTY,10080000,0,0,10440000,0,27.851782,Commercial,Reinforced Concrete,1
496485,FL,PINELLAS COUNTY,50631.31,0,0,66560.52,0,27.851782,Residential,Wood,1
467313,FL,PINELLAS COUNTY,65452.47,0,0,91888.72,0,27.850965,Residential,Wood,3
614176,FL,PINELLAS COUNTY,40510.08,0,0,36896.58,0,27.850965,Residential,Wood,3
429533,FL,PINELLAS COUNTY,72898.84,0,0,64128.38,0,27.850965,Residential,Wood,3
597053,FL,PINELLAS COUNTY,327521.26,0,0,421008.93,0,27.850948,Residential,Wood,3
316923,FL,PINELLAS COUNTY,48126.11,0,0,62061.89,0,27.850948,Residential,Wood,3
491444,FL,PINELLAS COUNTY,211952.67,0,0,314804.82,0,27.850948,Residential,Wood,3
128814,FL,PINELLAS COUNTY,51686.12,0,0,53622.91,0,27.850948,Residential,Wood,3
382064,FL,PINELLAS COUNTY,3691.87,0,0,6388.52,0,27.850948,Residential,Wood,3
184461,FL,PINELLAS COUNTY,11961.64,0,0,10582.18,0,27.850948,Residential,Wood,3
841181,FL,PINELLAS COUNTY,208128.95,0,0,198910.92,0,27.850948,Residential,Wood,3
495920,FL,PINELLAS COUNTY,276889.95,0,0,383214.59,0,27.850948,Residential,Wood,3
113051,FL,PINELLAS COUNTY,5274.09,0,0,5646.45,0,27.850948,Residential,Wood,3
293223,FL,PINELLAS COUNTY,6328.91,0,0,6924.25,0,27.850948,Residential,Wood,3
376278,FL,PINELLAS COUNTY,207946.31,0,0,171274.98,0,27.850948,Residential,Wood,3
933064,FL,PINELLAS COUNTY,426656.02,0,0,293535.07,0,27.84903,Residential,Masonry,1
417344,FL,PINELLAS COUNTY,979693.6,0,0,1345240.8,0,27.84903,Residential,Masonry,1
616255,FL,PINELLAS COUNTY,338618.2,0,0,549497.76,0,27.84903,Residential,Wood,1
107973,FL,PINELLAS COUNTY,48238.91,0,0,67081.99,0,27.84903,Residential,Wood,1
238136,FL,PINELLAS COUNTY,717108.07,0,0,556450.04,0,27.84903,Residential,Masonry,1
382131,FL,PINELLAS COUNTY,2509514.44,0,0,3172066.41,0,27.84903,Commercial,Reinforced Masonry,1
650080,FL,PINELLAS COUNTY,18553.43,0,0,31321.34,0,27.84903,Residential,Wood,1
466000,FL,PINELLAS COUNTY,61699.23,0,0,77241.27,0,27.84903,Residential,Wood,1
375251,FL,PINELLAS COUNTY,2546.55,0,0,2175.13,0,27.84903,Residential,Wood,1
264332,FL,PINELLAS COUNTY,1542917.38,0,0,1308393.94,0,27.84903,Residential,Masonry,1
456656,FL,PINELLAS COUNTY,1752680.22,0,0,1746370.57,0,27.84903,Residential,Masonry,1
741352,FL,PINELLAS COUNTY,92403.33,0,0,68794.84,0,27.84903,Residential,Wood,1
732791,FL,PINELLAS COUNTY,63663.71,0,0,96593.77,0,27.84903,Residential,Wood,1
318803,FL,PINELLAS COUNTY,17462.05,0,0,18666.65,0,27.84903,Residential,Wood,1
239811,FL,PINELLAS COUNTY,1418725.8,1418725.8,1418725.8,2294753.51,0,27.843782,Residential,Masonry,1
728858,FL,PINELLAS COUNTY,485441.37,0,0,729268.87,0,27.845242,Residential,Masonry,1
884233,FL,PINELLAS COUNTY,189439.08,0,0,169112.27,0,27.845242,Residential,Wood,1
691713,FL,PINELLAS COUNTY,1634782.5,1634782.5,1634782.5,2446523.94,0,27.858307,Residential,Masonry,1
808826,FL,PINELLAS COUNTY,1449045,1449045,1449045,1096999.52,0,27.858307,Residential,Masonry,1
178467,FL,PINELLAS COUNTY,271080,271080,271080,212261.06,0,27.859009,Residential,Wood,1
456943,FL,PINELLAS COUNTY,936777.6,936777.6,936777.6,999935.15,0,27.839422,Residential,Masonry,3
376343,FL,PINELLAS COUNTY,195190.2,0,0,261568.14,0,27.8539,Residential,Wood,4
419242,FL,PINELLAS COUNTY,221339.7,0,0,320942.57,0,27.87578,Residential,Wood,1
547855,FL,PINELLAS COUNTY,180074.7,0,0,195574.81,0,27.87427,Residential,Wood,1
896819,FL,PINELLAS COUNTY,237321,0,0,378141.59,0,27.861294,Residential,Wood,1
679154,FL,PINELLAS COUNTY,190857.6,0,0,182524.76,0,27.865244,Residential,Wood,1
809191,FL,PINELLAS COUNTY,58437.09,0,0,70048.77,0,27.85188,Residential,Wood,1
855158,FL,PINELLAS COUNTY,1044945.79,0,0,1541145.62,0,27.85188,Residential,Masonry,1
950500,FL,PINELLAS COUNTY,25386.61,0,0,22507.92,0,27.85188,Residential,Wood,1
602500,FL,PINELLAS COUNTY,14551.71,0,0,15606.88,0,27.85199,Residential,Wood,3
212497,FL,PINELLAS COUNTY,6257.23,0,0,6142.85,0,27.85199,Residential,Wood,3
783612,FL,PINELLAS COUNTY,13096.54,0,0,15159.5,0,27.85199,Residential,Wood,3
153237,FL,PINELLAS COUNTY,8731.02,0,0,9333.79,0,27.85199,Residential,Wood,3
186747,FL,PINELLAS COUNTY,906814.6,0,0,1409154.52,0,27.86148,Residential,Masonry,1
191167,FL,PINELLAS COUNTY,298229.18,0,0,264006.78,0,27.850389,Residential,Wood,3
144647,FL,PINELLAS COUNTY,292149.82,0,0,311314.85,0,27.850389,Residential,Wood,3
398724,FL,PINELLAS COUNTY,49192.92,0,0,56292.93,0,27.850389,Residential,Wood,3
123467,FL,PINELLAS COUNTY,9431.52,0,0,15193.42,0,27.850389,Residential,Wood,3
132192,FL,PINELLAS COUNTY,28635.46,0,0,28491.71,0,27.850389,Residential,Wood,3
903731,FL,PINELLAS COUNTY,1044945.79,0,0,785694.74,0,27.85188,Residential,Masonry,1
380037,FL,PINELLAS COUNTY,50494.42,0,0,66733.42,0,27.85199,Residential,Wood,3
119321,FL,PINELLAS COUNTY,20299.63,0,0,17392.72,0,27.85199,Residential,Wood,3
547798,FL,PINELLAS COUNTY,1232621.78,0,0,1498738.66,0,27.86148,Residential,Masonry,1
531381,FL,PINELLAS COUNTY,3311406.07,0,0,5610879.56,0,27.86148,Commercial,Reinforced Masonry,1
727259,FL,PINELLAS COUNTY,293683.87,0,0,248953.76,0,27.850389,Residential,Wood,3
920324,FL,PINELLAS COUNTY,299990.48,0,0,445884.26,0,27.850389,Residential,Wood,3
926348,FL,PINELLAS COUNTY,49192.92,0,0,62199.53,0,27.850389,Residential,Wood,3
876079,FL,PINELLAS COUNTY,964458.04,0,0,834347.83,0,27.850389,Residential,Masonry,3
155640,FL,PINELLAS COUNTY,270900.5,0,0,307444.97,0,27.850389,Residential,Wood,3
216893,FL,PINELLAS COUNTY,28635.46,0,0,34029.4,0,27.850389,Residential,Wood,3
355529,FL,PINELLAS COUNTY,750146.66,0,0,1049461.18,0,27.850389,Residential,Masonry,3
937232,FL,PINELLAS COUNTY,1035546.31,0,0,1370549.68,0,27.85386,Residential,Masonry,1
773401,FL,PINELLAS COUNTY,4905828,0,4905828,4509535.21,245291.4,27.872551,Commercial,Reinforced Masonry,1
